id,song_id,song_title,song_artist,spotify_link,title,artist,lyrics,genre
11,11,Californication,Red Hot Chili Peppers,[{'song_link': 'https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox'}],Californication,Red Hot Chili Peppers,"[Verse 1]
Psychic spies from China try to steal your mind's elation
And little girls from Sweden dream of silver-screen quotation
And if you want these kind of dreams, it's Californication

[Verse 2]
It's the edge of the world and all of Western civilization
The sun may rise in the East, at least it settled in a final location
It's understood that Hollywood sells Californication

[Pre-Chorus]
Pay your surgeon very well to break the spell of aging
Celebrity skin, is this your chin, or is that war you're waging?
Firstborn unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

[Verse 3]
Marry me, girl, be my fairy to the world, be my very own constellation
A teenage bride with a baby inside getting high on information
And buy me a star on the boulevard, it's Californication


[Verse 4]
Space may be the final frontier, but it's made in a Hollywood basement
And Cobain, can you hear the spheres singing songs off Station to Station?
And Alderaan's not far away, it's Californication

[Pre-Chorus]
Born and raised by those who praise control of population
Well, everybody's been there, and I don't mean on vacation
Firstborn unicorn
Hardcore soft porn

[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

[Guitar Solo]

[Verse 5]
Destruction leads to a very rough road, but it also breeds creation
And earthquakes are to a girl's guitar, they're just another good vibration
And tidal waves couldn't save the world from Californication

[Pre-Chorus]
Pay your surgeon very well to break the spell of aging
Sicker than the rest, there is no test, but this is what you're craving
Firstborn unicorn
Hardcore soft porn


[Chorus]
Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication","alternative rock, funk metal, funk rock, permanent wave, rock"
12,12,Under the Bridge,Red Hot Chili Peppers,[{'song_link': 'https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0'}],Under the Bridge,Red Hot Chili Peppers,"[Verse 1]
Sometimes I feel like I don't have a partner
Sometimes I feel like my only friend
Is the city I live in, The City of Angels
Lonely as I am, together we cry

[Verse 2]
I drive on her streets 'cause she's my companion
I walk through her hills 'cause she knows who I am
She sees my good deeds and she kisses me windy
Well, I never worry, now that is a lie

[Chorus]
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way

[Post-Chorus]
Yeah, yeah, yeah

[Verse 3]
It's hard to believe that there's nobody out there
It's hard to believe that I'm all alone
At least I have her love, the city she loves me
Lonely as I am, together we cry


[Chorus]
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way
I don't ever wanna feel like I did that day
Take me to the place I love, take me all the way
[Bridge]
Yeah, yeah, yeah
Oh, no, no, no, yeah, yeah
Love me, I say, yeah, yeah
(One time)

[Outro]
(Under the bridge downtown)
Is where I drew some blood
(Under the bridge downtown)
I could not get enough
(Under the bridge downtown)
Forgot about my love
(Under the bridge downtown)
I gave my life away, yeah
Yeah, yeah
(Away)
Oh, no, no no no, yeah yeah
(Away)
Oh no, I said, yeah yeah
(Away)
Where I'll stay","alternative rock, funk metal, funk rock, permanent wave, rock"
13,13,Can’t Stop,Red Hot Chili Peppers,[{'song_link': 'https://open.spotify.com/track/4BcS4LomxUnQpzx4hCaJTs'}],Can’t Stop,Red Hot Chili Peppers,"[Verse 1]
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

[Verse 2]
Defunkt, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End

[Verse 3]
Knocked out, but, boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth as some do (Oh-oh)
Go write your message on the pavement (Oh-oh)
Burn so bright, I wonder what the wave meant

[Pre-Chorus]
White heat is screamin' in the jungle (Oh, oh-oh)
Complete the motion if you stumble (Oh-oh)
Go ask the dust for any answers (Oh-oh)
Come back strong with fifty belly dancers

[Chorus]
The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to


[Verse 4]
Sweetheart is bleeding in the snow cone
So smart, she's leadin' me to ozone
Music, the great communicator
Use two sticks to make it in the nature

[Verse 5]
I'll get you into penetration
The gender of a generation
The birth of every other nation
Worth your weight, the gold of meditation

[Verse 6]
This chapter's gonna be a close one (Oh, oh-oh)
Smoke rings, I know you're gonna blow one (Oh-oh)
All on a spaceship, persevering (Oh-oh)
Use my hands for everything but steering

[Pre-Chorus]
Can't stop the spirits when they need you (Oh, oh-oh)
Mop tops are happy when they feed you (Oh-oh)
J. Butterfly is in the treetop (Oh-oh)
Birds that blow the meaning into bebop

[Chorus]
The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to


[Bridge]
Wait a minute, I'm passin' out, win or lose
Just like you
Far more shockin' than anything I ever knew
How 'bout you?
Ten more reasons why I need somebody new
Just like you
Far more shockin' than anything I ever knew
Right on cue

[Guitar Solo]

[Verse 1]
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

[Verse 2]
Defunkt, the pistol that you pay for (Oh, oh-oh)
This punk, the feelin' that you stay for (Oh-oh)
In time I want to be your best friend (Oh-oh)
East side love is living on the West End

[Verse 3]
Knocked out, but boy, you better come to (Oh, oh-oh)
Don't die, you know, the truth is some do (Oh-oh)
Go write your message on the pavement (Oh-oh)
Burn so bright, I wonder what the wave meant


[Verse 7]
Kick start the golden generator
Sweet talk but don't intimidate her
Can't stop the gods from engineering
Feel no need for any interfering

[Verse 8]
Your image in the dictionary
This life is more than ordinary
Can I get two, maybe even three of these?
Comin' from the space to teach you of the Pleiades

[Outro]
Can't stop the spirits when they need you
This life is more than just a read-through","alternative rock, funk metal, funk rock, permanent wave, rock"
14,14,Otherside,Red Hot Chili Peppers,[{'song_link': 'https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P'}],Otherside,Red Hot Chili Peppers,"[Chorus]
How long, how long will I slide?
Well, separate my side
I don't, I don't believe it's bad
Slittin' my throat, it's all I ever

[Verse 1]
I heard your voice through a photograph
I thought it up it brought up the past
Once you know you can never go back
I gotta take it on the otherside

[Verse 2]
Well, centuries are what it meant to me
A cemetery where I marry the sea
A stranger thing could never change my mind
I gotta take it on the otherside

[Pre-Chorus]
Take it on the otherside
Take it on, take it on

[Chorus]
How long, how long will I slide?
A-separate my side
I don't, I don't believe it's bad
A-slittin' my throat, it's all I ever


[Verse 3]
Pour my life into a paper cup
The ashtray's full and I'm spillin' my guts
She want to know am I still a slut?
I gotta take it on the otherside

[Verse 4]
A scarlet starlet and she's in my bed
A candidate for the soul mate bled
Mmm, pull the trigger and I pull the thread
I gotta take it on the otherside

[Pre-Chorus]
Take it on the otherside
Take it on, take it on

[Chorus]
How long, how long will I slide?
Separate my side
I don't, I don't believe it's bad
A-slittin' my throat, it's all I ever

[Instrumental Break]

[Bridge]
Turn me on, take me for a hard ride
Burn me out, leave me on the otherside
I yell and tell it that it's not my friend
I tear it down, I tear it down, and then it's born again


[Instrumental Break]

[Chorus]
How long, how long will I slide?
Separate my side
I don't, I don't believe it's bad
A-slittin' my throat, it's all I ever had

[Outro]
(How long?)
I don't, I don't believe it’s sad
A-slittin' my throat, is all I ever","alternative rock, funk metal, funk rock, permanent wave, rock"
15,15,Scar Tissue,Red Hot Chili Peppers,[{'song_link': 'https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1'}],Scar Tissue,Red Hot Chili Peppers,"[Verse 1]
Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

[Chorus]
With the birds, I'll share this lonely viewing
With the birds, I'll share this lonely viewing

[Verse 2]
Ah, push me up against the wall
Young Kentucky girl in a push-up bra
Ah, fallin' all over myself
To lick your heart and taste your health, 'cause

[Chorus]
With the birds (Share this lone—), I'll share this lonely viewing
With the birds (Share this lone—), I'll share this lonely viewing
With the birds (Share this lone—), I'll share this lonely viewing

[Verse 3]
Blood loss in a bathroom stall
A southern girl with a scarlet drawl
I wave good-bye to Ma and Pa
'Cause with the birds I'll share


[Chorus]
With the birds (Share this lonely), I'll share this lonely viewing
With the birds (Share this lonely), I'll share this lonely viewing

[Verse 4]
Soft-spoken with a broken jaw
Step outside but not to brawl and
Autumn's sweet, we call it fall
I'll make it to the moon if I have to crawl and

[Chorus]
(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing

[Instrumental Break]

[Verse 1]
Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share


[Chorus]
(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing
(I will share this lonely)
With the birds, I'll share this lonely viewing

[Guitar Solo]","alternative rock, funk metal, funk rock, permanent wave, rock"
16,16,Work,Rihanna,[{'song_link': 'https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt'}],Work,Rihanna,"[Chorus: Rihanna]
Work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
Ah so me put in work, work, work, work, work, work
When you ah guh learn, learn, learn, learn, learn, learn?
Me nuh cyar if him hurt, hurt, hurt, hurt, hurting

[Verse 1: Rihanna]
Dry, me ah desert him
Nuh time to have you lurking
Him ah go act like he nuh like it
You know I dealt with you the nicest
Nuh body touch me, you nuh righteous
Nuh badda, text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been, mm
But I wake up and act like nothing's wrong

[Chorus: Rihanna]
Just get ready fi work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
Ah so me put in work, work, work, work, work, work
Ner, ner, ner, ner, ner, ner
When you ah guh learn, learn, learn, learn, learn, learn?
Before the tables turn, turn, turn, turn, turn, turn


[Verse 2: Rihanna]
Beg you something, please
Baby, don't you leave
Don't leave me stuck here in the streets, uh-huh
If I get another chance to
I will never, no, never neglect you
I mean, who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm tryin', babe

[Chorus: Rihanna & Drake]
I haffi work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
So me put in work, work, work, work, work, work
When you ah guh learn, learn, learn, learn, learn, learn?
Me nuh cyar if him hurt, hurt, hurt, hurt, hurting (Yeah, okay)

[Verse 3: Drake, Rihanna, Drake & Rihanna]
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you (Ah)
When I see potential, I just gotta see it through
If you had a twin, I would still choose you
I don't wanna rush into it if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh (Yeah)
I spilled all my emotions tonight, I'm sorry
Rollin', rollin', rollin', rollin', rollin'
How many more shots until you're rollin'?
We just need a face-to-face
You could pick the time and the place
You spent some time away
Now you need to forward


[Chorus: Rihanna, Rihanna & Drake]
And give me all the work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
So me put in work, work, work, work, work, work
When you ah guh learn, learn, learn, learn, learn, learn?
Me nuh cyar if him hurt, hurt, hurt, hurt, hurting

[Outro: Rihanna, Rihanna & Drake]
Mm
Mm
Work, work, work, work, work, work
Mm
[Click here to learn more about the making of ""Work""]
[Produced by Boi-1da]","barbadian pop, pop, urban contemporary"
17,17,Love on the Brain,Rihanna,[{'song_link': 'https://open.spotify.com/track/5oO3drDxtziYU2H1X23ZIp'}],Love on the Brain,Rihanna,"[Verse 1]
And you got me like, oh
What you want from me? (What you want from me?)
And I tried to buy your pretty heart, but the price too high
Baby, you got me like, oh, mmm
You love when I fall apart (Fall apart)
So you can put me together and throw me against the wall

[Pre-Chorus]
Baby, you got me like, I, woo, I
Don't you stop loving me (Loving me)
Don't quit loving me (Loving me)
Just start loving me, oh (Loving me)

[Chorus]
And, babe, I'm fist-fighting with fire
Just to get close to you
Can we burn something, babe?
And I'll run for miles just to get a taste
Must be love on the brain
That's got me feeling this way (Feeling this way)
It beats me black and blue, but it fucks me so good
And I can't get enough
Must be love on the brain, yeah
And it keeps cursing my name (Cursing my name)
No matter what I do, I'm no good without you
And I can't get enough
Must be love on the brain


[Verse 2]
Baby, keep loving me
Just love me, yeah
Just love me
All you need to do is love me, yeah
Got me like, ow
I'm tired of being played like a violin
What do I gotta do to get in your motherfuckin' heart?

[Pre-Chorus]
Baby, like, I, woo, I
Don't you stop loving me (Loving me)
Don't quit loving me (Loving me)
Just start loving me, ooh (Loving me)

[Chorus]
And, babe, I'm fist-fighting with fire
Just to get close to you
Can we burn something, babe?
And I'll run for miles just to get a taste
Must be love on the brain
That's got me feeling this way (Feeling this way)
It beats me black and blue, but it fucks me so good
And I can't get enough
Must be love on the brain, yeah
And it keeps cursing my name (Cursing my name)
No matter what I do, I'm no good without you
And I can't get enough
Must be love on the brain


[Click here to learn more about the making of ""Love on the Brain""]","barbadian pop, pop, urban contemporary"
18,18,Needed Me,Rihanna,[{'song_link': 'https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3'}],Needed Me,Rihanna,"[Intro: YG]
Mustard on the beat, ho!

[Verse 1]
I was good on my own, that's the way it was
That's the way it was
You was good on the low for a faded fuck
On some faded love
Shit, what the fuck you complaining for?
Feeling jaded, huh?
Used to trip off that shit I was kickin' to you
Had some fun on the run though I'll give it to you

[Pre-Chorus]
But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage?
Fuck ya white horse and ya carriage
Bet you never could imagine
Never told you you could have it

[Chorus]
You needed me
Ooh, you needed me
To feel a little more, and give a little less
Know you hate to confess
But baby ooh, you needed me


[Verse 2]
You been rollin' around, shit I'm rollin' up
Light and roll it up
Break it down, like a pound, shit was never us
Shit was never us
That's the real, on the real, are you serious?
How you feel, how you feel?
Used to trip off that shit I was kickin' to ya
Had some fun on the run though, I'll give it to ya

[Pre-Chorus]
But baby, don't get it twisted
You was just another nigga on the hit list
Tryna fix your inner issues with a bad bitch
Didn't they tell you that I was a savage?
Fuck ya white horse and ya carriage
Bet you never could imagine
Never told you you could have it

[Chorus]
You needed me
Ooh, you needed me
To feel a little more, and give a little less
Know you hate to confess
But baby ooh, you needed me","barbadian pop, pop, urban contemporary"
19,19,Stay,Rihanna,[{'song_link': 'https://open.spotify.com/track/1dEy9Pl81QopSxNsPxXQxv'}],Stay,Rihanna,"[Verse 1: Rihanna]
All along, it was a fever
A cold sweat, hot-headed believer
I threw my hands in the air, said, ""Show me somethin'""
He said, ""If you dare, come a little closer""

[Pre-Chorus: Rihanna]
'Round and around and around and around we go
Oh, now, tell me now, tell me now, tell me now you know

[Chorus: Rihanna]
Not really sure how to feel about it
Somethin' in the way you move
Makes me feel like I can't live without you
It takes me all the way
I want you to stay
[Verse 2: Mikky Ekko]
It's not much of a life you're livin'
It's not just something you take, it's given

[Pre-Chorus: Mikky Ekko]
'Round and around and around and around we go
Oh, now, tell me now, tell me now, tell me now you know

[Chorus: Mikky Ekko]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
It takes me all the way
And I want you to stay


[Bridge: Rihanna, Rihanna & Mikky Ekko, Mikky Ekko]
Ooh
The reason I hold on
Ooh
'Cause I need this hole gone
Well, funny you're the broken one
But I'm the only one who needed savin'
'Cause when you never see the light
It's hard to know which one of us is cavin'

[Chorus: Rihanna, Rihanna & Mikky Ekko]
Not really sure how to feel about it
Somethin' in the way you move
Makes me feel like I can't live without you
It takes me all the way
I want you to stay
Stay

[Outro: Rihanna & Mikky Ekko, Rihanna]
I want you to stay
Ooh","barbadian pop, pop, urban contemporary"
20,20,FourFiveSeconds,Rihanna,[{'song_link': 'https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y'}],FourFiveSeconds,Rihanna,"[Verse 1: Rihanna]
I think I've had enough
I might get a little drunk
I say what's on my mind
I might do a little time
'Cause all of my kindness
Is taken for weakness

[Chorus: Rihanna]
Now I'm four, five seconds from wildin'
And we got three more days 'til Friday
I'm just tryna make it back home by Monday mornin'
I swear I wish somebody would tell me
Ooh, that's all I want
[Verse 2: Kanye West & Paul McCartney]
Woke up an optimist
Sun was shinin', I'm positive
We can run
Then I heard you was talkin' trash
I'm on a mystery
Hold me back, I'm 'bout to spaz

[Chorus: Rihanna & Kanye West]
Yeah, I'm 'bout four, five seconds from wildin'
And we got three more days 'til Friday
I'm tryna make it back home by Monday mornin'
I swear I wish somebody would try me
Ooh, that’s all I want


[Bridge: Rihanna]
And I know that you're up tonight
Thinkin', ""How could I be so selfish?""
But you called 'bout a thousand times
Wondering where I've been
Now, I know that you're up tonight
Thinkin', ""How could I be so reckless?""
But I just can't apologize
I hope you can understand, yeah

[Verse 3: Kanye West with Rihanna]
If I go to jail tonight
Promise you'll pay my bail
See, they want to buy my pride
But that just ain't up for sale
See, all of my kindness (Mhm)
Is taken for weakness

[Chorus: Rihanna & Kanye West]
Now I'm four, five seconds from wildin'
And we got three more days 'til Friday
I'm tryna make it back home by Monday mornin'
I swear I wish somebody would tell me
Ooh, that's all I want
Four, five seconds from wildin'
And we got three more days 'til Friday
Just tryna make it back home by Monday mornin'
I swear I wish somebody would tell me
'Cause that's all I want


[Video directed by Inez and Vinoodh]","barbadian pop, pop, urban contemporary"
21,21,Rap God,Eminem,[{'song_link': 'https://open.spotify.com/track/6or1bKJiZ06IlK0vFvY75k'}],Rap God,Eminem,"[Intro]
""Look, I was gonna go easy on you not to hurt your feelings""
""But I'm only going to get this one chance"" (Six minutes—, six minutes—)
""Something's wrong, I can feel it"" (Six minutes, Slim Shady, you're on!)
""Just a feeling I've got, like something's about to happen, but I don't know what. 
If that means what I think it means, we're in trouble, big trouble; 
And if he is as bananas as you say, I'm not taking any chances""
""You are just what the doc ordered""

[Chorus]
I'm beginnin' to feel like a Rap God, Rap God
All my people from the front to the back nod, back nod
Now, who thinks their arms are long enough to slap box, slap box?
They said I rap like a robot, so call me Rap-bot
[Verse 1]
But for me to rap like a computer it must be in my genes
I got a laptop in my back pocket
My pen'll go off when I half-cock it
Got a fat knot from that rap profit
Made a livin' and a killin' off it
Ever since Bill Clinton was still in office
With Monica Lewinsky feelin' on his nutsack
I'm an MC still as honest
But as rude and as indecent as all hell
Syllables, skill-a-holic (Kill 'em all with)
This flippity dippity-hippity hip-hop
You don't really wanna get into a pissin' match
With this rappity brat, packin' a MAC in the back of the Ac'
Backpack rap crap, yap-yap, yackety-yack
And at the exact same time, I attempt these lyrical acrobat stunts while I'm practicin' that
I'll still be able to break a motherfuckin' table
Over the back of a couple of faggots and crack it in half
Only realized it was ironic, I was signed to Aftermath after the fact
How could I not blow? All I do is drop F-bombs
Feel my wrath of attack
Rappers are havin' a rough time period, here's a maxi pad
It's actually disastrously bad for the wack
While I'm masterfully constructing this masterpièce


[Chorus]
'Cause I'm beginnin' to feel like a Rap God, Rap God
All my people from the front to the back nod, back nod
Now, who thinks their arms are long enough to slap box, slap box?
Let me show you maintainin' this shit ain't that hard, that hard
Everybody want the key and the secret to rap immortality like I have got

[Verse 2]
Well, to be truthful the blueprint's
Simply rage and youthful exuberance
Everybody loves to root for a nuisance
Hit the Earth like an asteroid
Did nothing but shoot for the Moon since (Pew!)
MCs get taken to school with this music
'Cause I use it as a vehicle to ""bus the rhyme""
Now I lead a new school full of students
Me? I'm a product of Rakim
Lakim Shabazz, 2Pac, N.W.A, Cube, hey Doc, Ren
Yella, Eazy, thank you, they got Slim
Inspired enough to one day grow up, blow up and be in a position
To meet Run–D.M.C., and induct them
Into the motherfuckin' Rock and Roll Hall of Fame
Even though I'll walk in the church and burst in a ball of flames
Only Hall of Fame I'll be inducted in is the alcohol of fame
On the wall of shame
You fags think it's all a game, 'til I walk a flock of flames
Off a plank and, tell me what in the fuck are you thinkin'?
Little gay-lookin' boy
So gay I can barely say it with a straight face, lookin' boy (Ha-ha!)
You're witnessin' a mass-occur
Like you're watching a church gathering take place, lookin' boy
""Oy vey, that boy's gay!""—that's all they say, lookin' boy
You get a thumbs up, pat on the back
And a ""way to go"" from your label every day, lookin' boy
Hey, lookin' boy! What you say, lookin' boy?
I get a ""hell yeah"" from Dre, lookin' boy
I'ma work for everything I have, never asked nobody for shit
Get outta my face, lookin' boy!
Basically, boy, you're never gonna be capable
Of keepin' up with the same pace, lookin' boy, 'cause—


[Chorus]
I'm beginnin' to feel like a Rap God, Rap God
All my people from the front to the back nod, back nod
The way I'm racin' around the track, call me NASCAR, NASCAR
Dale Earnhardt of the trailer park, the White Trash God
Kneel before General Zod
This planet's Krypton—no, Asgard, Asgard

[Verse 3]
So you'll be Thor and I'll be Odin
You rodent, I'm omnipotent
Let off, then I'm reloadin'
Immediately with these bombs I'm totin'
And I should not be woken
I'm the walkin' dead, but I'm just a talkin' head, a zombie floatin'
But I got your mom deep-throatin'
I'm out my Ramen Noodle
We have nothin' in common, poodle
I'm a Doberman, pinch yourself in the arm and pay homage, pupil
It's me, my honesty's brutal
But it's honestly futile if I don't utilize what I do though
For good at least once in a while
So I wanna make sure somewhere in this chicken scratch I scribble and doodle enough rhymes
To maybe try to help get some people through tough times
But I gotta keep a few punchlines
Just in case 'cause even you unsigned
Rappers are hungry lookin' at me like it's lunchtime
I know there was a time where once I
Was king of the underground
But I still rap like I'm on my Pharoahe Monch grind
So I crunch rhymes, but sometimes when you combine
Appeal with the skin color of mine
You get too big and here they come tryin'
To censor you like that one line
I said on ""I'm Back"" from The Mathers LP 1 when I
Tried to say I'll take seven kids from Columbine
Put 'em all in a line, add an AK-47, a revolver and a 9
See if I get away with it now that I ain't as big as I was, but I'm
Morphin' into an immortal, comin' through the portal
You're stuck in a time warp from 2004 though
And I don't know what the fuck that you rhyme for
You're pointless as Rapunzel with fuckin' cornrows
You write normal? Fuck being normal!
And I just bought a new raygun from the future
Just to come and shoot ya, like when Fabolous made Ray J mad
'Cause Fab said he looked like a fag at Mayweather's pad
Singin' to a man while he played piano
Man, oh man, that was a 24/7 special on the cable channel
So Ray J went straight to the radio station
The very next day, ""Hey Fab, I'ma kill you!""
Lyrics comin' at you at supersonic speed (J.J. Fad)
Uh, summa-lumma, dooma-lumma, you assumin' I'm a human
What I gotta do to get it through to you? I'm superhuman
Innovative and I'm made of rubber so that anything you say is ricochetin' off of me and it'll glue to you and
I'm devastating, more than ever demonstrating
How to give a motherfuckin' audience a feeling like it's levitating
Never fading, and I know the haters are forever waiting
For the day that they can say I fell off, they'll be celebrating
'Cause I know the way to get 'em motivated
I make elevating music, you make elevator music
""Oh, he's too mainstream.""
Well, that's what they do when they get jealous, they confuse it
""It's not hip-hop, it's pop,""—'cause I found a hella way to fuse it
With rock, shock rap with Doc
Throw on ""Lose Yourself"" and make 'em lose it
""I don't know how to make songs like that
I don't know what words to use.""
Let me know when it occurs to you
While I'm rippin' any one of these verses that versus you
It's curtains, I'm inadvertently hurtin' you
How many verses I gotta murder to
Prove that if you were half as nice, your songs you could sacrifice virgins too?!
Ugh, school flunky, pill junkie
But look at the accolades these skills brung me
Full of myself, but still hungry
I bully myself 'cause I make me do what I put my mind to
And I'm a million leagues above you
Ill when I speak in tongues, but it's still tongue-in-cheek, fuck you
I'm drunk, so, Satan, take the fucking wheel
I'ma sleep in the front seat
Bumpin' Heavy D and the Boyz, still ""Chunky but Funky""
But in my head there's something I can feel tugging and struggling
Angels fight with devils and here's what they want from me
They're askin' me to eliminate some of the women hate
But if you take into consideration the bitter hatred
I have, then you may be a little patient
And more sympathetic to the situation
And understand the discrimination
But fuck it, life's handin' you lemons? Make lemonade then!
But if I can't batter the women
How the fuck am I supposed to bake 'em a cake then?
Don't mistake him for Satan
It's a fatal mistake if you think I need to be overseas and take a vacation
To trip a broad, and make her fall on her face and
Don't be a retard—be a king? Think not
Why be a king when you can be a god?","detroit hip hop, hip hop, rap"
22,22,Lose Yourself,Eminem,[{'song_link': 'https://open.spotify.com/track/7MJQ9Nfxzh8LPZ9e9u68Fq'}],Lose Yourself,Eminem,"[Intro]
Look, if you had one shot or one opportunity
To seize everything you ever wanted in one moment
Would you capture it or just let it slip?
Yo

[Verse 1]
His palms are sweaty, knees weak, arms are heavy
There's vomit on his sweater already, mom's spaghetti
He's nervous, but on the surface, he looks calm and ready
To drop bombs, but he keeps on forgetting
What he wrote down, the whole crowd goes so loud
He opens his mouth, but the words won't come out
He's chokin', how? Everybody's jokin' now
The clock's run out, time's up, over, blaow
Snap back to reality, ope, there goes gravity
Ope, there goes Rabbit, he choked, he's so mad
But he won't give up that easy, no, he won't have it
He knows his whole back's to these ropes, it don't matter
He's dope, he knows that, but he's broke, he's so stagnant
He knows when he goes back to this mobile home, that's when it's
Back to the lab again, yo, this old rhapsody
Better go capture this moment and hope it don't pass him

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better


[Verse 2]
His soul's escaping through this hole that is gaping
This world is mine for the taking, make me king
As we move toward a new world order
A normal life is boring, but superstardom's
Close to post-mortem, it only grows harder
Homie grows hotter, he blows, it's all over
These hoes is all on him, coast-to-coast shows
He's known as the Globetrotter, lonely roads
God only knows he's grown farther from home, he's no father
He goes home and barely knows his own daughter
But hold your nose 'cause here goes the cold water
These hoes don't want him no mo', he's cold product
They moved on to the next schmoe who flows
He nose-dove and sold nada, and so the soap opera
Is told, it unfolds, I suppose it's old, partner
But the beat goes on, da-da-dom, da-dom, dah-dah-dah-dah

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better


[Verse 3]
No more games, I'ma change what you call rage
Tear this motherfuckin' roof off like two dogs caged
I was playin' in the beginning, the mood all changed
I've been chewed up and spit out and booed off stage
But I kept rhymin' and stepped right in the next cypher
Best believe somebody's payin' the Pied Piper
All the pain inside amplified by the
Fact that I can't get by with my nine-to-
Five and I can't provide the right type of life for my family
'Cause, man, these goddamn food stamps don't buy diapers
And there's no movie, there's no Mekhi Phifer, this is my life
And these times are so hard, and it's gettin' even harder
Tryna feed and water my seed, plus teeter-totter
Caught up between bein' a father and a prima donna
Baby-mama drama, screamin' on her, too much for me to wanna
Stay in one spot, another day of monotony's gotten me
To the point I'm like a snail, I've got
To formulate a plot or end up in jail or shot
Success is my only motherfuckin' option, failure's not
Mom, I love you, but this trailer's got
To go, I cannot grow old in Salem's Lot
So here I go, it's my shot, feet, fail me not
This may be the only opportunity that I got

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better


[Outro]
You can do anything you set your mind to, man","detroit hip hop, hip hop, rap"
